Country,Biome,Elevation,Vegetation,MAT,MAP,Soil_microbial_biomass_carbon,Soil_microbial_biomass_nitrogen,Soil_microbial_biomass_phosphorus,Soil_organic_carbon,Total_nitrogen,Total_organic_phosphorus,pH,Lower_depth,Method
United States of America,Cropland,,corn-soybean-corn-soybean,6.9,813,26.5,3.84,5.92,2650,153.57,,6.5,15,FE for microbial biomass C and FI for microbial biomass N
United States of America,Cropland,,corn-corn-oat-meadow,6.9,813,29.5,4.39,5.76,2458.33,146.43,,6.2,15,FE for microbial biomass C and FI for microbial biomass N
United States of America,Cropland,,corn-corn-oat-meadow,6.9,813,31.99,4.15,6.61,2908.33,172.86,,5.8,15,FE for microbial biomass C and FI for microbial biomass N
United States of America,Cropland,,corn-corn-oat-meadow,6.9,813,29.43,4.76,5.3,2675,153.57,,6.4,15,FE for microbial biomass C and FI for microbial biomass N
United States of America,Cropland,,corn-corn-oat-meadow,6.9,813,29.25,3.43,7.31,2925,171.43,,5.9,15,FE for microbial biomass C and FI for microbial biomass N
United States of America,Cropland,,corn-corn-oat-meadow,6.9,813,33.1,3.89,7.29,2758.33,155.71,,6,15,FE for microbial biomass C and FI for microbial biomass N
United States of America,Cropland,,corn-corn-oat-meadow,6.9,813,28.5,3.71,6.59,2850,168.57,,5.9,15,FE for microbial biomass C and FI for microbial biomass N
United States of America,Cropland,,corn-corn-oat-meadow,6.9,813,38.4,5.71,5.76,3200,178.57,,5.9,15,FE for microbial biomass C and FI for microbial biomass N
United States of America,Cropland,,corn-corn-oat-meadow,6.9,813,34.01,4.9,5.95,3091.67,175,,5.7,15,FE for microbial biomass C and FI for microbial biomass N
United States of America,Cropland,,corn-oat-meadow-meadow,6.9,813,32.45,4.34,6.41,2950,173.57,,5.8,15,FE for microbial biomass C and FI for microbial biomass N
United States of America,Cropland,,corn-oat-meadow-meadow,6.9,813,26.1,2.37,9.44,2900,169.29,,5.5,15,FE for microbial biomass C and FI for microbial biomass N
United States of America,Cropland,,corn-oat-meadow-meadow,6.9,813,34.5,4.68,6.32,2875,167.14,,6,15,FE for microbial biomass C and FI for microbial biomass N
United States of America,Cropland,,corn-oat-meadow-meadow,6.9,813,40.08,5.22,6.58,3083.33,180,,6.4,15,FE for microbial biomass C and FI for microbial biomass N
United States of America,Cropland,,corn-oat-meadow-meadow,6.9,813,35.23,5.15,5.87,2516.67,151.43,,6.2,15,FE for microbial biomass C and FI for microbial biomass N
United States of America,Cropland,,corn-oat-meadow-meadow,6.9,813,35.32,5.28,5.73,2716.67,160,,6.1,15,FE for microbial biomass C and FI for microbial biomass N
United States of America,Cropland,,corn-oat-meadow-meadow,6.9,813,40.84,5.99,5.85,3141.67,181.43,,5.9,15,FE for microbial biomass C and FI for microbial biomass N
United States of America,Cropland,,corn-oat-meadow-meadow,6.9,813,40.95,5.72,6.13,3150,190.71,,5.8,15,FE for microbial biomass C and FI for microbial biomass N
United States of America,Cropland,,Tomato,,,16.25,,,,,,,15,FI
United States of America,Cropland,,Tomato,,,15,,,,,,,15,FI
United States of America,Cropland,,Tomato,,,14.16666667,,,,,,,15,FI
United States of America,Cropland,,Tomato,,,13.33333333,,,,,,,15,FI
United States of America,Cropland,,Tomato,,,17.08333333,,,,,,,15,FI
United States of America,Cropland,,Tomato,,,14.16666667,,,,,,,15,FI
United States of America,Cropland,,Tomato,,,13.75,,,,,,,15,FI
United States of America,Cropland,,Tomato,,,12.08333333,,,,,,,15,FI
United States of America,Cropland,,Tomato,,,16.66666667,,,,,,,15,FI
United States of America,Cropland,,Tomato,,,13.33333333,,,,,,,15,FI
United States of America,Cropland,,Tomato,,,13.75,,,,,,,15,FI
United States of America,Cropland,,Tomato,,,11.25,,,,,,,15,FI
United States of America,Cropland,,whinter wheat-spring barley/spring grain legume,8.3,544,188.33,,,3166.67,178.57,,,5,SIR
United States of America,Cropland,,winter wheat-spring barley-spring wheat,8.3,544,111.67,,,2419.08,145,,,5,SIR
United States of America,Cropland,,winter wheat-spring peat rotation,8.3,544,105.83,,,1193.25,92.14,,,5,SIR
United States of America,Cropland,,whinter wheat-spring barley/spring grain legume,8.3,544,60,,,2070.83,125,,,10,SIR
United States of America,Cropland,,winter wheat-spring barley-spring wheat,8.3,544,73.33,,,2356.67,144.29,,,10,SIR
United States of America,Cropland,,winter wheat-spring peat rotation,8.3,544,105,,,1170.25,107.86,,,10,SIR
United States of America,Cropland,,whinter wheat-spring barley/spring grain legume,8.3,544,65,,,1800.42,103.57,,,20,SIR
United States of America,Cropland,,winter wheat-spring barley-spring wheat,8.3,544,61.67,,,1751.33,105.71,,,20,SIR
United States of America,Cropland,,winter wheat-spring peat rotation,8.3,544,63.33,,,1168.5,87.86,,,20,SIR
United States of America,Cropland,,,9.4,920,5.31,,,900,,,6.68,15,FE
Venezuela,Cropland,,,27,1136,18.83,4.11,,1391.67,92.86,,,5,FE
Venezuela,Cropland,,,27,1136,9.07,1.79,,941.67,57.14,,,10,FE
Venezuela,Cropland,,,27,1136,12.65,2.16,,950,71.43,,,5,FE
Venezuela,Cropland,,,27,1136,10.98,1.8,,925,64.29,,,10,FE
Vietnam,Cropland,,Cropland,,,12.91666667,2.014285714,,1600,105,,5,10,FE
Antarctica,Desert,20,Polar Desert,-23,100,0.68,,,42.5,,,9.47,10,FE
Antarctica,Desert,80,Polar Desert,-23,100,0.66,,,22.5,,,9.46,10,FE
Antarctica,Desert,,Polar Desert,,,604.17,,,12423.58,,,7.18,,SIR
Antarctica,Desert,,Polar Desert,,,45.83,,,7485.95,,,6.3,10),SIR
Antarctica,Desert,,Polar Desert,,,85,,,2061.8,,,5.1,5,SIR
Antarctica,Desert,,Polar Desert,,,4.67,,,312.07,,,5.28,,SIR
Antarctica,Desert,,Polar Desert,-18,100,5.17,,,236.83,,,8.58,,FE
Antarctica,Desert,,Polar Desert,-18,100,1.25,,,285.17,,,8.76,,FE
China,Desert,507,Haloxylon ammodendron and Haloxylon persicum and shrubs,7.26,79.5,35,,,2030,164.3,,,5,Not mentioned
China,Desert,507,Haloxylon ammodendron and Haloxylon persicum and shrubs,7.26,79.5,75.4,,,1595,142.9,,,5,Not mentioned
China,Desert,507,Haloxylon ammodendron and Haloxylon persicum and shrubs,7.26,79.5,0.5,,,1015,92.9,,,5,Not mentioned
China,Desert,,Scattered shrubs (Haloxylon ammodendron and Haloxylon persicum),,79.5,,2.36,,83.3,7.57,12.16,7.7,5,FE
China,Desert,,Scattered shrubs (Haloxylon ammodendron and Haloxylon persicum),,79.5,,2.57,,91.67,7.57,11.9,7.7,5,FE
China,Desert,,Scattered shrubs (Haloxylon ammodendron and Haloxylon persicum),,79.5,,2.57,,91.67,7.57,11.16,7.5,5,FE
China,Desert,,Scattered shrubs (Haloxylon ammodendron and Haloxylon persicum),,79.5,,2.86,,91.67,7.57,11.52,7.4,5,FE
China,Desert,,Scattered shrubs (Haloxylon ammodendron and Haloxylon persicum),,79.5,,3.07,,83.3,7.93,11.45,7.5,5,FE
China,Desert,,Scattered shrubs (Haloxylon ammodendron and Haloxylon persicum),,79.5,,3.93,,83.3,8.21,12,7.4,5,FE
China,Desert,,Scattered shrubs (Haloxylon ammodendron and Haloxylon persicum),,79.5,,0.86,,58.3,5.93,10.87,7.7,10,FE
China,Desert,,Scattered shrubs (Haloxylon ammodendron and Haloxylon persicum),,79.5,,1,,50,5.93,10.77,7.6,10,FE
China,Desert,,Scattered shrubs (Haloxylon ammodendron and Haloxylon persicum),,79.5,,1.24,,58.3,5.64,10.68,7.5,10,FE
China,Desert,,Scattered shrubs (Haloxylon ammodendron and Haloxylon persicum),,79.5,,1.29,,50,5.86,10.68,7.6,10,FE
China,Desert,,Scattered shrubs (Haloxylon ammodendron and Haloxylon persicum),,79.5,,1.43,,58.3,6.14,11.13,7.7,10,FE
China,Desert,,Scattered shrubs (Haloxylon ammodendron and Haloxylon persicum),,79.5,,1.5,,50,5.14,11.1,7.5,10,FE
China,Desert,,Scattered shrubs (Haloxylon ammodendron and Haloxylon persicum),,79.5,,1.57,,100,10.57,10.19,8.1,5,FE
China,Desert,,Scattered shrubs (Haloxylon ammodendron and Haloxylon persicum),,79.5,,1.64,,100,11.86,10.81,8.1,5,FE
China,Desert,,Scattered shrubs (Haloxylon ammodendron and Haloxylon persicum),,79.5,,1.71,,116.67,11.14,11.94,8.1,5,FE
China,Desert,,Scattered shrubs (Haloxylon ammodendron and Haloxylon persicum),,79.5,,1.79,,116.67,11.14,11.52,8,5,FE
China,Desert,,Scattered shrubs (Haloxylon ammodendron and Haloxylon persicum),,79.5,,1.93,,125,14.29,11.84,8,5,FE
China,Desert,,Scattered shrubs (Haloxylon ammodendron and Haloxylon persicum),,79.5,,3.29,,158.3,20.14,10.84,7.9,5,FE
China,Desert,,Scattered shrubs (Haloxylon ammodendron and Haloxylon persicum),,79.5,,1.21,,66.67,6.79,10.94,8.4,10,FE
China,Desert,,Scattered shrubs (Haloxylon ammodendron and Haloxylon persicum),,79.5,,1.29,,58.33,5.29,11.29,8.4,10,FE
China,Desert,,Scattered shrubs (Haloxylon ammodendron and Haloxylon persicum),,79.5,,1.36,,66.67,6.93,11.52,8.4,10,FE
China,Desert,,Scattered shrubs (Haloxylon ammodendron and Haloxylon persicum),,79.5,,1.43,,50,4.93,12,8.3,10,FE
China,Desert,,Scattered shrubs (Haloxylon ammodendron and Haloxylon persicum),,79.5,,1.5,,50,5.29,11.61,8.2,10,FE
China,Desert,,Scattered shrubs (Haloxylon ammodendron and Haloxylon persicum),,79.5,,1.64,,50,6.29,11.35,8,10,FE
Israel,Desert,,"Zygophyllum dumosum, Hammada scoparia, Carex pachystylis, Artemisia herba-alba, Reaumuria negevensis, and Erodium hirtum",17.3,90,8,,,,,,,10,SIR
Israel,Desert,,"Zygophyllum dumosum, Hammada scoparia, Carex pachystylis, Artemisia herba-alba, Reaumuria negevensis, and Erodium hirtum",17.3,90,3,,,,,,,20,SIR
Israel,Desert,,"Zygophyllum dumosum, Hammada scoparia, Carex pachystylis, Artemisia herba-alba, Reaumuria negevensis, and Erodium hirtum",17.3,90,16.9,,,,,,,10,SIR
Israel,Desert,,"Zygophyllum dumosum, Hammada scoparia, Carex pachystylis, Artemisia herba-alba, Reaumuria negevensis, and Erodium hirtum",17.3,90,5.6,,,,,,,20,SIR
Israel,Desert,,"Zygophyllum dumosum, Hammada scoparia, Carex pachystylis, Artemisia herba-alba, Reaumuria negevensis, and Erodium hirtum",17.3,90,14.67,,,,,,,10,SIR
Israel,Desert,,"Zygophyllum dumosum, Hammada scoparia, Carex pachystylis, Artemisia herba-alba, Reaumuria negevensis, and Erodium hirtum",17.3,90,4.45,,,,,,,20,SIR
Israel,Desert,600,"H. scoparia, Zygophyllum dumosum, Artemisia sieberi",20,200,4.53,,,,,,,10,FE
Israel,Desert,600,"H. scoparia, Zygophyllum dumosum, Artemisia sieberi",20,200,0.04,,,,,,,10,FE
Israel,Desert,600,"H. scoparia, Zygophyllum dumosum, Artemisia sieberi",20,200,0.13,,,,,,,10,FE
Israel,Desert,600,"H. scoparia, Zygophyllum dumosum, Artemisia sieberi",20,200,0.94,,,,,,,10,FE
Israel,Desert,600,"H. scoparia, Zygophyllum dumosum, Artemisia sieberi",20,200,0.75,,,,,,,20,FE
Israel,Desert,600,"H. scoparia, Zygophyllum dumosum, Artemisia sieberi",20,200,0.43,,,,,,,20,FE
Israel,Desert,270,"Aegilops kotschyi, Carthamus tenuis, Eryngium creticum, Echinops polyceras",20,260,33,13.6,,1050,,,,2,FE
Israel,Desert,270,"Aegilops kotschyi, Carthamus tenuis, Eryngium creticum, Echinops polyceras",20,260,16.7,5.14,,900,,,,10,FE
Israel,Desert,650,Quercus calliprinos-Pinus halepensis shrubland,17,620,,17.7,,2630,,,,2,FI
Israel,Desert,650,Quercus calliprinos-Pinus halepensis shrubland,17,620,,16.6,,2210,,,,2,FI
Israel,Desert,650,Quercus calliprinos-Pinus halepensis shrubland,17,620,,15,,2280,,,,2,FI
Israel,Desert,270,Anabasis articulate-Halogetan alopecuroides,20,260,,13.6,,1050,,,,2,FI
Israel,Desert,270,Anabasis articulate-Halogetan alopecuroides,20,260,,14.1,,1160,,,,2,FI
Israel,Desert,270,Anabasis articulate-Halogetan alopecuroides,20,260,,8.6,,1050,,,,2,FI
Israel,Desert,70,Zygophyllum dumosum-Reaumuria hirtella,23,120,,6.1,,480,,,,2,FI
Israel,Desert,70,Zygophyllum dumosum-Reaumuria hirtella,23,120,,4.6,,340,,,,2,FI
Israel,Desert,70,Zygophyllum dumosum-Reaumuria hirtella,23,120,,6.4,,550,,,,2,FI
Israel,Desert,650,Quercus calliprinos-Pinus halepensis shrubland,17,620,,10.6,,2050,,,,10,FI
Israel,Desert,650,Quercus calliprinos-Pinus halepensis shrubland,17,620,,9.6,,1820,,,,10,FI
Israel,Desert,650,Quercus calliprinos-Pinus halepensis shrubland,17,620,,10.3,,1860,,,,10,FI
Israel,Desert,270,Anabasis articulate-Halogetan alopecuroides,20,260,,5.1,,900,,,,10,FI
Israel,Desert,270,Anabasis articulate-Halogetan alopecuroides,20,260,,6.6,,1080,,,,10,FI
Israel,Desert,270,Anabasis articulate-Halogetan alopecuroides,20,260,,4.1,,930,,,,10,FI
Israel,Desert,70,Zygophyllum dumosum-Reaumuria hirtella,23,120,,1.8,,430,,,,10,FI
Israel,Desert,70,Zygophyllum dumosum-Reaumuria hirtella,23,120,,1.2,,300,,,,10,FI
Israel,Desert,70,Zygophyllum dumosum-Reaumuria hirtella,23,120,,1,,330,,,,10,FI
Israel,Desert,-400,nearly bare of any vegetation,,,4.166666667,,,507.5,,,7.66,10,FI
Israel,Desert,-400,nearly bare of any vegetation,,,3.333333333,,,570.3333333,,,7.51,20,FI
Israel,Desert,-300,nearly bare of any vegetation,,,25.83333333,,,43.5,,,8.16,10,FI
Israel,Desert,-300,nearly bare of any vegetation,,,15,,,33.83333333,,,7.83,20,FI
Israel,Desert,-200,nearly bare of any vegetation,,,5.833333333,,,62.83333333,,,7.63,10,FI
Israel,Desert,-200,nearly bare of any vegetation,,,5,,,256.1666667,,,7.24,20,FI
Israel,Desert,-100,nearly bare of any vegetation,,,13.33333333,,,19.33333333,,,7.75,10,FI
Israel,Desert,-100,nearly bare of any vegetation,,,15,,,14.5,,,7.83,20,FI
Israel,Desert,0,nearly bare of any vegetation,,,8.333333333,,,38.66666667,,,7.59,10,FI
Israel,Desert,0,nearly bare of any vegetation,,,13.33333333,,,48.33333333,,,7.14,20,FI
Israel,Desert,50,nearly bare of any vegetation,,,21.66666667,,,48.33333333,,,7.5,10,FI
Israel,Desert,50,nearly bare of any vegetation,,,10.83333333,,,38.66666667,,,7.59,20,FI
Israel,Desert,100,nearly bare of any vegetation,,,20.83333333,,,58,,,7.51,10,FI
Israel,Desert,100,nearly bare of any vegetation,,,15,,,62.83333333,,,7.58,20,FI
Israel,Desert,50,nearly bare of any vegetation,,,14.16666667,,,48.33333333,,,7.56,10,FI
Israel,Desert,50,nearly bare of any vegetation,,,10,,,43.5,,,7.37,20,FI
Israel,Desert,0,nearly bare of any vegetation,,,14.16666667,,,38.66666667,,,7.56,10,FI
Israel,Desert,0,nearly bare of any vegetation,,,15,,,33.83333333,,,7.56,20,FI
Israel,Desert,,Carex pachystylis and Nuerad procumbens,20,150,2.916666667,,,82.16666667,,,,10,SIR
Israel,Desert,,Carex pachystylis and Nuerad procumbens,20,150,3.75,,,135.3333333,,,,10,SIR
Israel,Desert,,Carex pachystylis and Nuerad procumbens,20,150,3.75,,,19.33333333,,,,10,SIR
Israel,Desert,,Carex pachystylis and Nuerad procumbens,20,150,4.166666667,,,53.16666667,,,,10,SIR
Israel,Desert,,Carex pachystylis and Nuerad procumbens,20,150,3.75,,,67.66666667,,,,10,SIR
Israel,Desert,,Carex pachystylis and Nuerad procumbens,20,150,2.5,,,53.16666667,,,,10,SIR
Israel,Desert,,Carex pachystylis and Nuerad procumbens,20,150,5.416666667,,,62.83333333,,,,10,SIR
Israel,Desert,,Carex pachystylis and Nuerad procumbens,20,150,8.333333333,,,77.33333333,,,,10,SIR
Israel,Desert,,Carex pachystylis and Nuerad procumbens,20,150,2.75,,,21.75,,,,20,SIR
Israel,Desert,,Carex pachystylis and Nuerad procumbens,20,150,2.916666667,,,145,,,,20,SIR
Israel,Desert,,Carex pachystylis and Nuerad procumbens,20,150,3.333333333,,,16.91666667,,,,20,SIR
Israel,Desert,,Carex pachystylis and Nuerad procumbens,20,150,3.333333333,,,38.66666667,,,,20,SIR
Israel,Desert,,Carex pachystylis and Nuerad procumbens,20,150,3.75,,,38.66666667,,,,20,SIR
Israel,Desert,,Carex pachystylis and Nuerad procumbens,20,150,2.5,,,41.08333333,,,,20,SIR
Israel,Desert,,Carex pachystylis and Nuerad procumbens,20,150,5,,,36.25,,,,20,SIR
Israel,Desert,,Carex pachystylis and Nuerad procumbens,20,150,6.666666667,,,48.33333333,,,,20,SIR
Israel,Desert,,Carex pachystylis and Nuerad procumbens,20,150,2.5,,,9.666666667,,,,30,SIR
Israel,Desert,,Carex pachystylis and Nuerad procumbens,20,150,2.916666667,,,62.83333333,,,,30,SIR
Israel,Desert,,Carex pachystylis and Nuerad procumbens,20,150,3.333333333,,,9.666666667,,,,30,SIR
Israel,Desert,,Carex pachystylis and Nuerad procumbens,20,150,3.333333333,,,9.666666667,,,,30,SIR
Israel,Desert,,Carex pachystylis and Nuerad procumbens,20,150,4.166666667,,,21.75,,,,30,SIR
Israel,Desert,,Carex pachystylis and Nuerad procumbens,20,150,2.5,,,36.25,,,,30,SIR
Israel,Desert,,Carex pachystylis and Nuerad procumbens,20,150,5.833333333,,,24.16666667,,,,30,SIR
Israel,Desert,,Carex pachystylis and Nuerad procumbens,20,150,7.5,,,36.25,,,,30,SIR
Israel,Desert,,Halocylon scoparium,17.3,90,12.5,,,,,,,10,SIR and Inhibitor method
Israel,Desert,,Halocylon scoparium,17.3,90,5.8,,,,,,,20,SIR and Inhibitor method
Israel,Desert,,Halocylon scoparium,17.3,90,14.6,,,,,,,10,SIR and Inhibitor method
Israel,Desert,,Halocylon scoparium,17.3,90,8.8,,,,,,,20,SIR and Inhibitor method
Israel,Desert,,Halocylon scoparium,17.3,90,6.7,,,,,,,10,SIR and Inhibitor method
Israel,Desert,,Halocylon scoparium,17.3,90,3.2,,,,,,,20,SIR and Inhibitor method
Israel,Desert,,Halocylon scoparium,17.3,90,26.7,,,,,,,10,SIR and Inhibitor method
Israel,Desert,,Halocylon scoparium,17.3,90,4.2,,,,,,,20,SIR and Inhibitor method
Israel,Desert,,Halocylon scoparium,17.3,90,23.8,,,,,,,10,SIR and Inhibitor method
Israel,Desert,,Halocylon scoparium,17.3,90,8.8,,,,,,,20,SIR and Inhibitor method
Israel,Desert,,Halocylon scoparium,17.3,90,6.7,,,,,,,10,SIR and Inhibitor method
Israel,Desert,,Halocylon scoparium,17.3,90,3.3,,,,,,,20,SIR and Inhibitor method
Israel,Desert,,Halocylon scoparium,17.3,90,4.2,,,,,,,10,SIR and Inhibitor method
Israel,Desert,,Halocylon scoparium,17.3,90,6.6,,,,,,,20,SIR and Inhibitor method
Israel,Desert,,Halocylon scoparium,17.3,90,6.6,,,,,,,10,SIR and Inhibitor method
Israel,Desert,,Halocylon scoparium,17.3,90,3.3,,,,,,,20,SIR and Inhibitor method
Israel,Desert,,Halocylon scoparium,17.3,90,4.2,,,,,,,10,SIR and Inhibitor method
Israel,Desert,,Halocylon scoparium,17.3,90,4,,,,,,,20,SIR and Inhibitor method
Israel,Desert,610,zygophyllum dumosum,18,90,55,,,625,,,,10,FI
Israel,Desert,610,zygophyllum dumosum,18,90,19.16666667,,,383.3333333,,,,20,FI
Israel,Desert,610,zygophyllum dumosum,18,90,5.833333333,,,266.6666667,,,,30,FI
Israel,Desert,610,hammada scoparia,18,90,30,,,400,,,,10,FI
Israel,Desert,610,hammada scoparia,18,90,14.58333333,,,266.6666667,,,,20,FI
Israel,Desert,610,hammada scoparia,18,90,7.5,,,191.6666667,,,,30,FI
Israel,Desert,610,control,18,90,20,,,291.6666667,,,,10,FI
Israel,Desert,610,control,18,90,14.16666667,,,175,,,,20,FI
Israel,Desert,610,control,18,90,3.333333333,,,150,,,,30,FI
Israel,Desert,610,zygophyllum dumosum,18,90,7.5,,,316.6666667,,,,10,FI
Israel,Desert,610,zygophyllum dumosum,18,90,5,,,233.3333333,,,,20,FI
Israel,Desert,610,zygophyllum dumosum,18,90,1.666666667,,,216.6666667,,,,30,FI
Israel,Desert,610,hammada scoparia,18,90,15,,,316.6666667,,,,10,FI
Israel,Desert,610,hammada scoparia,18,90,8,,,258.3333333,,,,20,FI
Israel,Desert,610,hammada scoparia,18,90,5,,,241.6666667,,,,30,FI
Israel,Desert,610,control,18,90,1.666666667,,,258.3333333,,,,10,FI
Israel,Desert,610,control,18,90,5.833333333,,,200,,,,20,FI
Israel,Desert,610,control,18,90,9.166666667,,,175,,,,30,FI
Israel,Desert,200~250,"scattered shrubs (Cornulaca monacantha, Anabasis articulate, and Convolvulus lanatus)",,95,0.583333333,,,50,,,7.2,10,FI
Israel,Desert,200~250,"scattered shrubs (Cornulaca monacantha, Anabasis articulate, and Convolvulus lanatus)",,95,1.416666667,,,41.66666667,,,7.48,10,FI
Israel,Desert,200~250,"scattered shrubs (Cornulaca monacantha, Anabasis articulate, and Convolvulus lanatus)",,95,0.75,,,50,,,63.86,20,FI
Israel,Desert,200~250,"scattered shrubs (Cornulaca monacantha, Anabasis articulate, and Convolvulus lanatus)",,95,1.5,,,16.66666667,,,7.53,20,FI
Israel,Desert,200~250,"scattered shrubs (Cornulaca monacantha, Anabasis articulate, and Convolvulus lanatus)",,95,0.916666667,,,50,,,6.98,30,FI
Israel,Desert,200~250,"scattered shrubs (Cornulaca monacantha, Anabasis articulate, and Convolvulus lanatus)",,95,1.166666667,,,8.333333333,,,7.56,30,FI
Israel,Desert,200~250,"scattered shrubs (Cornulaca monacantha, Anabasis articulate, and Convolvulus lanatus)",,95,0.333333333,,,41.66666667,,,7.23,10,FI
Israel,Desert,200~250,"scattered shrubs (Cornulaca monacantha, Anabasis articulate, and Convolvulus lanatus)",,95,1.916666667,,,25,,,7.09,10,FI
Israel,Desert,200~250,"scattered shrubs (Cornulaca monacantha, Anabasis articulate, and Convolvulus lanatus)",,95,0.25,,,33.33333333,,,7.07,20,FI
Israel,Desert,200~250,"scattered shrubs (Cornulaca monacantha, Anabasis articulate, and Convolvulus lanatus)",,95,0.583333333,,,16.66666667,,,7.02,20,FI
Israel,Desert,200~250,"scattered shrubs (Cornulaca monacantha, Anabasis articulate, and Convolvulus lanatus)",,95,0.191666667,,,33.33333333,,,6.9,30,FI
Israel,Desert,200~250,"scattered shrubs (Cornulaca monacantha, Anabasis articulate, and Convolvulus lanatus)",,95,0.375,,,16.66666667,,,7.24,30,FI
Israel,Desert,,Shrubs Noea mucronata and Atractylis serratuloides,20,200,415.92,22.1,,1916.7,107.14,,,25,FI
Israel,Desert,,Shrubs Noea mucronata and Atractylis serratuloides,20,200,396.75,18,,5583.3,264.3,,,25,FI
Israel,Desert,,Shrubs Noea mucronata and Atractylis serratuloides,20,200,459.7,19.9,,8416.7,414.29,,,25,FI
Israel,Desert,,Shrubs Noea mucronata and Atractylis serratuloides,20,200,381.3,17.6,,9250,364.3,,,25,FI
Israel,Desert,,Shrubs Noea mucronata and Atractylis serratuloides,20,200,438.3,21.1,,9916.7,378.6,,,25,FI
United States of America,Desert,,,,,35,,,1341.7,114.29,,6.8,,SIR
United States of America,Desert,,,,,50,,,708.33,57.14,,6.9,,SIR
United States of America,Desert,152,Larrea tridentata,,,1,0.078571429,,,,,8.1,,FI
United States of America,Desert,152,Larrea tridentata,,,4.666666667,1.757142857,,200,28.57142857,,8.01,,FI
United States of America,Desert,608,"Hymenoclea salsola, Fouquieria splendens",,,9.583333333,1.3,,183.3333333,28.57142857,,8.1,,FI
United States of America,Desert,608,"Hymenoclea salsola, Fouquieria splendens",,,11.66666667,4.4,,691.6666667,64.28571429,,7.9,,FI
United States of America,Desert,1216,Adenostoma fasciculatum,,,13.91666667,2.714285714,,1066.666667,71.42857143,,7.5,,FI
United States of America,Desert,1216,Adenostoma fasciculatum,,,37,8.871428571,,1358.333333,92.85714286,,6.9,,FI
United States of America,Desert,1950,Adenostoma sparsifolium,,,28.5,8.314285714,,3358.333333,164.2857143,,6.9,,FI
United States of America,Desert,1950,Adenostoma sparsifolium,,,47.91666667,11.82142857,,3983.333333,185.7142857,,6.8,,FI
United States of America,Desert,1202~2504,"Grasslands composed of black grama (Bouteloua eriopoda); shrublands including tarbush stands (Flourensia cernua), mesquite dunes (Prosopis glandulosa), and creosotebush (Larrea tridentata)",15.6,210,,3.6,,,182.1,,,10,FE
United States of America,Desert,1202~2504,"Grasslands composed of black grama (Bouteloua eriopoda); shrublands including tarbush stands (Flourensia cernua), mesquite dunes (Prosopis glandulosa), and creosotebush (Larrea tridentata)",15.6,210,,1.8,,,81.2,,,10,FE
United States of America,Desert,1202~2504,"Grasslands composed of black grama (Bouteloua eriopoda); shrublands including tarbush stands (Flourensia cernua), mesquite dunes (Prosopis glandulosa), and creosotebush (Larrea tridentata)",15.6,210,,0.8,,,98.2,,,10,FE
United States of America,Desert,1202~2504,"Grasslands composed of black grama (Bouteloua eriopoda); shrublands including tarbush stands (Flourensia cernua), mesquite dunes (Prosopis glandulosa), and creosotebush (Larrea tridentata)",15.6,210,,0.6,,,55.2,,,10,FE
United States of America,Desert,1202~2504,"Grasslands composed of black grama (Bouteloua eriopoda); shrublands including tarbush stands (Flourensia cernua), mesquite dunes (Prosopis glandulosa), and creosotebush (Larrea tridentata)",15.6,210,,2.9,,,95.2,,,10,FE
United States of America,Desert,1202~2504,"Grasslands composed of black grama (Bouteloua eriopoda); shrublands including tarbush stands (Flourensia cernua), mesquite dunes (Prosopis glandulosa), and creosotebush (Larrea tridentata)",15.6,210,,0.6,,,57.1,,,10,FE
United States of America,Desert,1202~2504,"Grasslands composed of black grama (Bouteloua eriopoda); shrublands including tarbush stands (Flourensia cernua), mesquite dunes (Prosopis glandulosa), and creosotebush (Larrea tridentata)",15.6,210,,1.3,,,35.7,,,10,FE
United States of America,Desert,1202~2504,"Grasslands composed of black grama (Bouteloua eriopoda); shrublands including tarbush stands (Flourensia cernua), mesquite dunes (Prosopis glandulosa), and creosotebush (Larrea tridentata)",15.6,210,,0.4,,,35.7,,,10,FE
United States of America,Desert,1202~2504,"Grasslands composed of black grama (Bouteloua eriopoda); shrublands including tarbush stands (Flourensia cernua), mesquite dunes (Prosopis glandulosa), and creosotebush (Larrea tridentata)",15.6,210,,0.8,,,71.4,,,10,FE
United States of America,Desert,1202~2504,"Grasslands composed of black grama (Bouteloua eriopoda); shrublands including tarbush stands (Flourensia cernua), mesquite dunes (Prosopis glandulosa), and creosotebush (Larrea tridentata)",15.6,210,,0.3,,,160.7,,,10,FE
United States of America,Desert,1202~2504,"Grasslands composed of black grama (Bouteloua eriopoda); shrublands including tarbush stands (Flourensia cernua), mesquite dunes (Prosopis glandulosa), and creosotebush (Larrea tridentata)",15.6,210,,1.1,,,127,,,10,FE
United States of America,Desert,1202~2504,"Grasslands composed of black grama (Bouteloua eriopoda); shrublands including tarbush stands (Flourensia cernua), mesquite dunes (Prosopis glandulosa), and creosotebush (Larrea tridentata)",15.6,210,,0.6,,,60,,,10,FE
United States of America,Desert,1202~2504,"Grasslands composed of black grama (Bouteloua eriopoda); shrublands including tarbush stands (Flourensia cernua), mesquite dunes (Prosopis glandulosa), and creosotebush (Larrea tridentata)",15.6,210,,0.7,,,52.2,,,10,FE
